workload,num_chiplets,link_bw,best_strategy,speedup,efficiency,compute_fraction,interconnect_fraction
bert_av_seq512,2,1024,split_m,1.9078455790784559,0.9539227895392279,0.9539227895392279,0.04607721046077207
bert_av_seq512,2,2048,split_m,1.9466327827191867,0.9733163913595934,0.9733163913595934,0.026683608640406642
bert_av_seq512,4,1,split_m,0.04619188325393475,0.011547970813483688,0.011547970813483688,0.9884520291865163
bert_av_seq512,4,2,split_m,0.09128828506733405,0.022822071266833513,0.022822071266833513,0.9771779287331664
bert_av_seq512,4,4,split_m,0.17834691501746217,0.04458672875436554,0.04458672875436554,0.9554132712456345
bert_av_seq512,4,8,split_m,0.3408989764129951,0.08522474410324878,0.08522474410324878,0.9147752558967512
bert_av_seq512,4,16,split_m,0.6263286999182338,0.15658217497955845,0.15658217497955845,0.8434178250204416
bert_av_seq512,4,32,split_m,1.0773558368495078,0.26933895921237694,0.26933895921237694,0.7306610407876231
bert_av_seq512,4,64,split_m,1.6835164835164835,0.4208791208791209,0.4208791208791209,0.5791208791208791
bert_av_seq512,4,128,split_m,2.3425076452599387,0.5856269113149847,0.5856269113149847,0.4143730886850153
bert_av_seq512,4,256,split_m,2.91254752851711,0.7281368821292775,0.7281368821292775,0.2718631178707225
bert_av_seq512,4,512,split_m,3.316017316017316,0.829004329004329,0.829004329004329,0.17099567099567103
bert_av_seq512,4,1024,split_m,3.562790697674419,0.8906976744186047,0.8906976744186047,0.1093023255813953
bert_av_seq512,4,2048,split_m,3.7004830917874396,0.9251207729468599,0.9251207729468599,0.0748792270531401
bert_av_seq512,8,1,split_m,0.04616404507925029,0.005770505634906286,0.011541011269812572,0.9884589887301874
bert_av_seq512,8,2,split_m,0.09117962147363409,0.011397452684204262,0.022794905368408523,0.9772050946315914
bert_av_seq512,8,4,split_m,0.17793263646922183,0.02224157955865273,0.04448315911730546,0.9555168408826945
bert_av_seq512,8,8,split_m,0.3393885688967656,0.0424235711120957,0.0848471422241914,0.9151528577758086
bert_av_seq512,8,16,split_m,0.6212489862124899,0.07765612327656124,0.15531224655312248,0.8446877534468775
bert_av_seq512,8,32,split_m,1.0624133148404993,0.1328016643550624,0.2656033287101248,0.7343966712898752
bert_av_seq512,8,64,split_m,1.6473118279569892,0.20591397849462365,0.4118279569892473,0.5881720430107527
